아파트명,소재지도로명주소,소재지지번주소,위도,경도,층수,관리사무소전화번호,팩스번호,세대수,사업승인일,사용검사일,데이터기준일자
호매실벨섬시티14단지,"경기도 수원시 권선구 호매실로218번길 22 (호매실동, 호매실마을 14단지 벨섬시티) ",경기도 수원시 권선구 호매실동 1380,37.2632,126.9581,25,031-292-3469,031-292-3470,1300,2015-07-31,2017-12-07,2025-08-15
수원권선 꿈에그린,"경기도 수원시 권선구 서수원로 99 (오목천동, 수원권선 꿈에그린 아파트) ",경기도 수원시 권선구 오목천동 1180,37.2365,126.9739,20,031-298-6623,031-298-6624,2400,2011-04-26,2018-02-26,2025-08-15
엘에이치호매실스타힐스,"경기도 수원시 권선구 호매실로 103 (호매실동, 엘에이치호매실스타힐스)",경기도 수원시 권선구 호매실동 1408,37.255,126.9614,21,031-291-0338,031-291-0302,1100,2014-12-18,2018-04-05,2025-08-15
힐스테이트광교,"경기도 수원시 영통구 센트럴파크로 6 (하동, 힐스테이트 광교)",경기도 수원시 영통구 하동 1021,37.2867,127.0649,49,031-216-9306,031-216-9399,928,2014-10-15,2018-05-29,2025-08-15
한양수자인파크원,"경기도 수원시 권선구 칠보로 102 (호매실동, 한양수자인파크원)",경기도 수원시 권선구 호매실동 1361,37.2658,126.9504,25,031-291-3912,031-291-3913,1394,2015-11-03,2018-05-31,2025-08-15
수원광교 행복주택,"경기도 수원시 영통구 창룡대로 250 (이의동, 수원광교 행복주택) ",경기도 수원시 영통구 이의동 1284,37.2949,127.0369,12,031-216-1123,031-216-1125,204,2016-12-16,2018-06-18,2025-08-15
광교더샵,"경기도 수원시 영통구 광교호수로 15 (원천동, 광교더샵)",경기도 수원시 영통구 원천동 604,37.2707,127.061,49,031-214-5982,031-217-1664,686,2015-05-11,2018-08-01,2025-08-15
광교아이파크,"경기도 수원시 영통구 광교호수공원로 80 (원천동, 광교아이파크)",경기도 수원시 영통구 원천동 593,37.2731,127.0613,49,031-216-9431,031-216-9433,958,2015-04-28,2018-09-28,2025-08-15
힐스테이트 호매실,"경기도 수원시 권선구 호매실로166번길 33 (호매실동, 힐스테이트 호매실) ",경기도 수원시 권선구 호매실동 1393,37.2595,126.9579,25,031-292-1393,031-292-1402,800,2016-08-31,2018-11-30,2025-08-15
영통아이파크캐슬2단지,"경기도 수원시 영통구 덕영대로 1400 (망포동, 영통아이파크캐슬2단지)",경기도 수원시 영통구 망포동 760,37.2418,127.0415,24,031-203-7751,031-203-7752,1162,2016-09-22,2019-01-21,2025-08-15
수원광교 공공실버주택,"경기도 수원시 영통구 월드컵로150번길 55 (원천동, 수원광교 공공실버주택) ",경기도 수원시 영통구 원천동 565,37.2797,127.0499,10,031-273-9850,031-273-9851,152,2017-01-16,2019-02-18,2025-08-15
영통아이파크캐슬1단지,"경기도 수원시 영통구 덕영대로 1410 (망포동, 영통아이파크캐슬 1단지)",경기도 수원시 영통구 망포동 766,37.2418,127.0437,27,031-202-4700,031-202-4701,1783,2016-09-22,2019-03-12,2025-08-15
인계한양수자인,"경기도 수원시 팔달구 중부대로 80 (인계동, 인계한양수자인)",경기도 수원시 팔달구 인계동 1170,37.2758,127.0248,14~25,031-233-3111,031-233-5111,279,2016-07-11,2019-04-29,2025-08-15
인계리치안,경기도 수원시 팔달구 경수대로466번길 59,경기도 수원시 팔달구 인계동 1035-9,37.267,127.0305,11,031-225-0060,031-232-0060,180,2017-04-27,2019-04-29,2025-08-15
광교중흥에스클래스,"경기도 수원시 영통구 광교호수공원로 277 (원천동, 광교중흥에스클래스)",경기도 수원시 영통구 원천동 589,37.2839,127.0568,49,031-211-1137,031-211-1149,2231,2015-05-18,2019-05-30,2025-08-15
호매실금호어울림에듀포레,"경기도 수원시 권선구 호매실로165번길 71 (호매실동, 호매실 금호어울림 에듀포레) ",경기도 수원시 권선구 호매실동 1420,37.2587,126.9521,18~25,031-291-0970,031-291-0977,532,2015-12-28,2019-08-14,2025-08-15
루체스타,경기도 수원시 팔달구 갓매산로76번길 10 ,경기도 수원시 팔달구 고등동   305-10,37.2705,127.0029,3~13,031-258-9818,031-292-9997,275,2018-04-20,2020-09-17,2025-08-15
광교원천 경기행복주택,"경기도 수원시 영통구 광교중앙로 49번길 40 (원천동, 광교원천행복주택)",경기도 수원시 영통구 원천동   559,37.2806,127.0502,14,031-216-2021,031-212-8648,300,2017-12-29,2020-10-27,2025-08-15
수원인계동문굿모닝힐,"경기도 수원시 팔달구 중부대로220번길 10 (인계동, 인계동문굿모닝힐)",경기도 수원시 팔달구 인계동 1171,,,31~33,031-267-3515,031-267-3516,298,2008-01-18,2020-11-25,2025-08-15
수원고등LH2단지(행복주택),"경기도 수원시 팔달구 고등로 8 (고등동, 수원고등 LH2단지)",경기도 수원시 팔달구 고등동   272-50,37.2726,126.9986,15,031-256-2201,031-256-2202,500,2008-11-27,2021-01-15,2025-08-15
수원역 푸르지오 자이,"경기도 수원시 팔달구 고등로 15 (고등동, 수원역푸르지오자이)",경기도 수원시 팔달구 고등동   156-117,37.2733,126.9994,10~20,031-242-4086,031-245-4086,4086,2008-11-27,2021-01-29,2025-08-15
수원역한라비발디퍼스트,"경기도 수원시 권선구 세화로154번길 7-10 (서둔동, 수원역 한라비발디 퍼스트)",경기도 수원시 권선구 서둔동 418,,,15,031-292-1999,031-292-9997,288,2019-01-10,2021-06-17,2025-08-15
화서역파크푸르지오,"경기도 수원시 장안구 대평로 27 (정자동, 화서역 파크푸르지오)",경기도 수원시 장안구 정자동 950,,,20~46,031-269-2355,031-269-2356,2355,2018-02-26,2021-08-23,2025-08-15
수원역푸르지오더스마트,"경기도 수원시 팔달구 고등로 13 (고등동, 수원역푸르지오더스마트)",경기도 수원시 팔달구 고등동   201-16,37.2734,126.9979,15,031-546-2974,031-546-2975,285,2019-08-28,2022-05-03,2025-08-15
더샵광교산퍼스트파크,경기도 수원시 장안구 송정로 190,경기도 수원시 장안구 조원동   431-2,37.299,127.0178,21,031-895-4146,031-895-4147,666,2015-07-23,2022-05-27,2025-08-15
수원하늘채더퍼스트1단지,"경기도 수원시 권선구 망포로 13 (곡반정동, 수원 하늘채 더퍼스트 1단지)",경기도 수원시 권선구 곡반정동 652,,,12~15,031-222-0856,031-224-0856,1403,2018-07-31,2022-06-13,2025-08-15
수원하늘채더퍼스트2단지,"경기도 수원시 권선구 망포로 14 (곡반정동, 수원 하늘채 더퍼스트2단지)",경기도 수원시 권선구 곡반정동 654,,,12~15,031-546-5853,031-546-5863,1833,2018-07-31,2022-06-13,2025-08-15
한일베라체에코플러스,"경기도 수원시 팔달구 중부대로 203 (우만동, 한일베라체에코플러스)",경기도 수원시 팔달구 우만동   139-18,37.277,127.0384,36,031-213-2707,031-212-9598,202,2019-02-22,2022-06-20,2025-08-15
매교역푸르지오SK뷰,경기도 수원시 팔달구 인계로 20,경기도 수원시 팔달구 매교동 209-14,37.2694,127.0184,20,031-238-3601,031-238-3604,3603,2016-06-29,2022-07-27,2025-08-15
힐스테이트푸르지오수원,경기도 수원시 팔달구 효원로93번길 33,경기도 수원시 팔달구 매교동 98-3,37.2676,127.0134,15,031-233-2586,02-267-0856,2586,2015-12-31,2022-08-26,2025-08-15
영통자이,"경기도 수원시 영통구 영통로89번길 83 (망포동, 영통자이)",경기도 수원시 영통구 망포동 800,,,27,031-203-0976,031-203-0978,653,2019-10-01,2022-08-31,2025-08-15
영통아이파크캐슬3단지,"경기도 수원시 영통구 망포로84번길 10 (망포동, 영통아이파크캐슬3단지)",경기도 수원시 영통구 망포동 790,,,19,031-273-8601,031-273-8602,664,2018-12-31,2022-09-29,2025-08-15
쌍용더플래티넘오목천역,경기도 수원시 권선구 삼천병마로1566번길 17 (오목천동),경기도 수원시 권선구 오목천동 454-1,37.2424,126.964,22,031-297-5006,031-297-5007,930,2017-12-07,2022-10-28,2025-08-15
영통롯데캐슬엘클래스1단지,"경기도 수원시 영통구 망포로47번길 30 (망포동, 영통 롯데캐슬 엘클래스 1단지)",경기도 수원시 영통구 망포동 805,,,20,031-273-8736,031-273-8737,642,2019-03-22,2022-12-12,2025-08-15
영통롯데캐슬엘클래스2단지,"경기도 수원시 영통구 망포로48번길 7 (망포동, 영통 롯데캐슬 엘클래스 2단지)",경기도 수원시 영통구 망포동 810,,,17,031-273-8749,031-273-8750,609,2019-03-22,2022-12-12,2025-08-15
힐스테이트수원테라스,"경기도 수원시 권선구 금호로 285 (서둔동, 힐스테이트 수원 테라스)",경기도 수원시 권선구 서둔동 459,,,4,031-298-9458,031-298-9459,257,2021-01-21,2023-04-27,2025-08-15
매산,"경기도 수원시 팔달구 갓매산로71번길 8 (매산로1가, 매산아파트)",경기도 수원시 팔달구 매산로1가 24-5,37.2697,127.0024,5,,,30,,1978-09-14,2025-08-15
수정연립,"경기도 수원시 장안구 수성로261번길 46-8 (정자동, 수정연립)",경기도 수원시 장안구 정자동 45-6,37.2918,127.0002,2,,,24,,1978-09-16,2025-08-15
태광연립,"경기도 수원시 영통구 매여울로53번길 76-7 (매탄동, 태광빌라)",경기도 수원시 영통구 매탄동 172-8,37.2732,127.0404,2,,,41,,1978-10-10,2025-08-15
동양연립,"경기도 수원시 장안구 팔달로247번길 42 (영화동, 동양연립)",경기도 수원시 장안구 영화동 339-1,37.2901,127.0113,3,,,24,,1978-12-20,2025-08-15
현대연립,"경기도 수원시 권선구 정조로485번길 18-5 (세류동, 현대연립)",경기도 수원시 권선구 세류동 563-4,37.2525,127.01,3,,,47,,1978-12-20,2025-08-15
금성연립,"경기도 수원시 팔달구 세지로 236 (인계동, 금성빌라)",경기도 수원시 팔달구 인계동 819-2,37.2722,127.0242,2,,,44,,1978-12-30,2025-08-15
서호연립," 경기도 수원시 권선구 세화로169번길 45 (서둔동, 서호연립) ",경기도 수원시 권선구 서둔동 39-34,37.2665,126.9907,2,,,30,,1979-02-02,2025-08-15
해창,"경기도 수원시 팔달구 갓매산로86번길 40 (고등동, 해창아파트)",경기도 수원시 팔달구 고등동 94-1,37.2715,127.0023,5,031-256-1288,031-256-1288,190,1978-06-20,1979-05-02,2025-08-15
새마을연립,"경기도 수원시 권선구 벌터로 34-3 (서둔동, 새마을연립)",경기도 수원시 권선구 서둔동 17-44,37.2643,126.9934,3,,,36,1979-06-16,1979-10-24,2025-08-15
공우,"경기도 수원시 권선구 수원천로 2 (세류동, 공우맨션)",경기도 수원시 권선구 세류동 456-8,37.2554,127.0096,5,,,40,,1979-10-25,2025-08-15
여울,"경기도 수원시 팔달구 팔달문로53번길 5 (지동, 여울아파트)",경기도 수원시 팔달구 지동 312-6,37.279,127.0224,5,031-253-8968,,62,,1979-12-01,2025-08-15
삼덕연립,"경기도 수원시 권선구 정조로482번길 37 (세류동, 삼덕연립)",경기도 수원시 권선구 세류동 979-2,37.2519,127.0134,3,,,34,,1980-06-18,2025-08-15
삼전연립,"경기도 수원시 장안구 서부로2126번길 18 (율전동, 삼전연립)",경기도 수원시 장안구 율전동 290-14,37.2979,126.9725,3,,,32,,1980-07-11,2025-08-15
삼원연립,"경기도 수원시 권선구 세권로108번길 91 (세류동, 삼원연립)",경기도 수원시 권선구 세류동 1004-1,37.2538,127.0144,2,,,48,,1980-09-13,2025-08-15
세류연립," 경기도 수원시 권선구 수원천로 37 (세류동, 세류연립) ",경기도 수원시 권선구 세류동 360-7,37.2587,127.0095,3,,,34,,1980-11-12,2025-08-15
공우아파트," 경기도 수원시 장안구 정조로921번길 22 (영화동, 공우아파트)",경기도 수원시 장안구 영화동 334-5,37.2898,127.0118,4,,,44,1979-12-17,1980-11-17,2025-08-15
태양연립,"경기도 수원시 권선구 덕영대로1126번길 26-3 (세류동, 태양연립)",경기도 수원시 권선구 세류동 978,37.2509,127.0135,2,,,50,1980-05-16,1980-12-30,2025-08-15
현대연립,"경기도 수원시 장안구 경수대로853번길 33 (조원동, 현대연립)",경기도 수원시 장안구 조원동 781-16,37.2961,127.0129,5,,,24,,1981-01-14,2025-08-15
심우연립2차,"경기도 수원시 권선구 수원천로 75 (세류동, 심우연립)",경기도 수원시 권선구 세류동 342,37.262,127.0111,3,,,54,,1981-05-20,2025-08-15
심우연립1차,"경기도 수원시 권선구 권선로544번길 27 (세류동, 심우연립)",경기도 수원시 권선구 세류동 343-2,37.2617,127.0106,3,,,24,,1981-06-10,2025-08-15
정자연립,"경기도 수원시 장안구 수성로245번길 40-8 (정자동, 정자연립)",경기도 수원시 장안구 정자동 44-13,37.2912,126.9988,3,,,36,,1981-12-21,2025-08-15
양지,"경기도 수원시 권선구 정조로513번길 24 (세류동, 양지아파트)",경기도 수원시 권선구 세류동 456-10,37.2555,127.0099,5,,,39,,1982-04-21,2025-08-15
송학아파트,"경기도 수원시 장안구 송정로 82 (정자동, 송학 아파트)",경기도 수원시 장안구 정자동 36-23,37.2954,127.0059,6,,,152,1982-01-18,1982-10-21,2025-08-15
경일,"경기도 수원시 권선구 세권로 76 (세류동, 경일아파트)",경기도 수원시 권선구 세류동 526,37.2585,127.0124,5,,,42,1982-06-21,1983-01-13,2025-08-15
삼화연립,"경기도 수원시 권선구 권선로564번길 10 (세류동, 삼화주택)",경기도 수원시 권선구 세류동 485-1,37.2622,127.0127,3,,,36,,1983-11-14,2025-08-15
장미3,"경기도 수원시 권선구 정조로544번길 21 (세류동, 장미아파트)",경기도 수원시 권선구 세류동 530-3,37.257,127.0125,5,,,30,,1983-12-24,2025-08-15
장미1,"경기도 수원시 권선구 정조로536번길 7 (세류동, 장미아파트)",경기도 수원시 권선구 세류동 531,37.2571,127.0119,5,,,80,,1983-12-24,2025-08-15
아주,"경기도 수원시 영통구 동수원로537번길 50 (원천동, 아주아파트)",경기도 수원시 영통구 원천동 71-14,37.275,127.0461,6,031-212-0510,031-211-4137,228,,1983-12-24,2025-08-15
궁전,"경기도 수원시 권선구 서호서로21번길 39 (서둔동, 궁전연립)",경기도 수원시 권선구 서둔동 150-12,37.2703,126.9823,3,,,66,,1984-02-24,2025-08-15
천록,"경기도 수원시 장안구 화산로203번길 24 (율전동, 천록아파트)",경기도 수원시 장안구 율전동 276-3,37.2983,126.9737,5,031-293-0575,031-293-0575,230,1981-03-12,1984-06-05,2025-08-15
청한파크맨션,"경기도 수원시 권선구 수인로135번길 43 (서둔동, 청한파크맨션)",경기도 수원시 권선구 서둔동 213-9,37.2723,126.9827,3,,,222,,1984-08-07,2025-08-15
수정아파트,"경기도 수원시 장안구 장안로54번길 28-4 (영화동, 수정아파트)",경기도 수원시 장안구 영화동 405-3,37.2898,127.0055,5,,,60,,1984-12-21,2025-08-15
경원아파트,"경기도 수원시 장안구 장안로103번길 4 (정자동, 경원아파트)",경기도 수원시 장안구 정자동 41-12,37.2933,127.0009,5,,,48,,1985-03-28,2025-08-15
삼청,"경기도 수원시 장안구 수일로92번길 26 (파장동, 삼청아파트)",경기도 수원시 장안구 파장동 422-2,37.309,126.9999,5,,,40,,1985-06-04,2025-08-15
힐타운빌라,"경기도 수원시 장안구 화산로 243 (율전동, 힐타운)",경기도 수원시 장안구 율전동 303,37.2996,126.9698,3,,,30,,1985-06-14,2025-08-15
보은아파트,수원시 장안구 수성로 275번길 92,경기도 수원시 장안구 정자동 31-3,37.2942,127.0001,9,031-255-3366,,81,1984-08-27,1985-06-28,2025-08-15
칠성,"경기도 수원시 팔달구 화양로38번길 136-4 (화서동, 칠성아파트)",경기도 수원시 팔달구 화서동 84-1,37.2814,127.0036,5,,,39,1980-06-02,1985-09-19,2025-08-15
삼화,"경기도 수원시 팔달구 신풍로 48-11 (신풍동, 삼화아파트)",경기도 수원시 팔달구 신풍동 23,37.2853,127.0148,5,,,21,,1985-09-23,2025-08-15
신흥연립,"경기도 수원시 장안구 장안로41번길 31 (영화동, 신흥빌라)",경기도 수원시 장안구 영화동 423-2,37.2876,127.0036,2,,,25,,1985-10-11,2025-08-15
수정,"경기도 수원시 장안구 수성로275번길 28 (정자동, 수성아파트)",경기도 수원시 장안구 정자동 72-6,37.2917,127.0017,3,,,35,,1985-10-15,2025-08-15
율전아파트,"경기도 수원시 장안구 서부로2106번길 26-130 (율전동, 율전아파트)",경기도 수원시 장안구 율전동 439-8,37.2972,126.9735,5,,,40,,1985-10-23,2025-08-15
장안연립,"경기도 수원시 팔달구 덕영대로757번길 29 (화서동, 장안연립)",경기도 수원시 팔달구 화서동 220-37,37.2805,126.9944,3,,,24,1983-05-04,1985-10-31,2025-08-15
화서맨션,"경기도 수원시 팔달구 화양로 41 (화서동, 화서맨션) ",경기도 수원시 팔달구 화서동 212-1,37.2818,126.9964,5,,,115,1979-03-14,1985-11-01,2025-08-15
목단연립,"경기도 수원시 장안구 수성로261번길 70 (정자동, 목단연립)",경기도 수원시 장안구 정자동 42-7,37.2928,126.9992,2,,,44,,1985-11-16,2025-08-15
경일,"경기도 수원시 팔달구 동말로47번길 76 (화서동, 경일아파트)",경기도 수원시 팔달구 화서동 208,37.2815,126.9976,4,,,32,1983-05-31,1985-11-18,2025-08-15
경원,"경기도 수원시 장안구 영화로 23 (영화동, 경원아파트)",경기도 수원시 장안구 영화동 430-1,37.289,127.0091,5,,,90,,1985-12-03,2025-08-15
심우연립,"경기도 수원시 장안구 창훈로66번길 11-8 (연무동, 심우연립)",경기도 수원시 장안구 연무동 11-5,37.2983,127.0285,4,,,33,,1985-12-03,2025-08-15
웅비,"경기도 수원시 권선구 입북로 65 (입북동, 웅비아파트)",경기도 수원시 권선구 입북동 155,37.2973,126.9581,5,031-291-3045,,183,,1985-12-19,2025-08-15
청수연립,"경기도 수원시 장안구 파장천로58번길 23 (파장동, 청수연립)",경기도 수원시 장안구 파장동 386-1,37.3101,126.9983,2,,,26,,1985-12-27,2025-08-15
화성,경기도 수원시 팔달구 화양로11번길 17 (화서동) ,경기도 수원시 팔달구 화서동 184-1,37.2791,126.9976,2,,,28,,1985-12-31,2025-08-15
효성,"경기도 수원시 장안구 송정로90번길 2 (정자동, 효성아파트)",경기도 수원시 장안구 정자동 11-1,37.2955,127.0069,6,,,64,,1986-01-06,2025-08-15
성신,"경기도 수원시 장안구 정조로978번길 23 (조원동, 성신아파트)",경기도 수원시 장안구 조원동 668-4,37.295,127.0111,5,,,66,,1986-01-20,2025-08-15
장안,"경기도 수원시 장안구 파장천로58번길 77-3 (파장동, 장안아파트)",경기도 수원시 장안구 파장동 422-1,37.3088,127.0007,5,,,60,,1986-01-21,2025-08-15
궁전,"경기도 수원시 장안구 수일로 26 (파장동, 궁전아파트)",경기도 수원시 장안구 파장동 산 150,37.3121,126.9952,5,,,130,,1986-05-13,2025-08-15
삼경노송,"경기도 수원시 권선구 금호로246번길 31 (탑동, 삼경노송빌라)",경기도 수원시 권선구 탑동 3-1,37.2746,126.9778,3,,,90,1985-08-07,1986-05-27,2025-08-15
보은아주,"경기도 수원시 팔달구 월드컵로369번길 13 (우만동, 보은맨션)",경기도 수원시 팔달구 우만동 479-1,37.2897,127.0299,10,031-245-0540,,107,1985-08-14,1986-05-27,2025-08-15
장미5차,"경기도 수원시 장안구 덕영대로417번길 59 (율전동, 장미아파트)",경기도 수원시 장안구 율전동 163-2,37.3032,126.9681,5,,,96,,1986-06-02,2025-08-15
무궁화,"경기도 수원시 팔달구 경수대로553번길 40 (인계동, 무궁화아파트)",경기도 수원시 팔달구 인계동 245-3,37.2752,127.0276,5,,,45,,1986-06-10,2025-08-15
삼원,"경기도 수원시 장안구 광교산로 36 (영화동, 삼원아파트)",경기도 수원시 장안구 영화동 31,37.2943,127.0221,6,,,60,,1986-06-13,2025-08-15
연안,"경기도 수원시 권선구 서둔로 12 (고색동, 연안아파트)",경기도 수원시 권선구 고색동 7-114,37.2531,126.9844,5,031-291-5289, 031-291-5289 ,190,,1986-09-29,2025-08-15
장안아파트,"경기도 수원시 장안구 상률로46번길 17-7 (율전동, 장안아파트)",경기도 수원시 장안구 율전동 109,37.3051,126.971,5,,,155,,1986-10-02,2025-08-15
삼원빌라,"경기도 수원시 권선구 금호로246번길 26 (탑동, 삼원빌라)",경기도 수원시 권선구 탑동 14-1,37.2743,126.9767,3,,,60,1985-10-18,1986-11-17,2025-08-15
황금,"경기도 수원시 장안구 장안로151번길 12-7 (정자동, 황금연립) ",경기도 수원시 장안구 정자동 23-5,37.2967,126.9971,3,,,30,,1987-02-06,2025-08-15
동산연립,"경기도 수원시 장안구 송정로104번길 12 (정자동, 동산연립)",경기도 수원시 장안구 정자동 8-2,37.2947,127.0087,3,,,27,,1987-02-17,2025-08-15
동일빌라,"경기도 수원시 장안구 파장천로66번길 5 (파장동, 동일빌라)",경기도 수원시 장안구 파장동 377,37.3106,126.9979,4,,,24,,1987-02-24,2025-08-15
한일연립,"경기도 수원시 장안구 조원로89번길 43-13 (조원동, 한일맨션)",경기도 수원시 장안구 조원동 769-2,37.2994,127.0147,3,,,30,,1987-03-09,2025-08-15
청도,"경기도 수원시 장안구 율전로64번길 69 (율전동, 청도아파트)",경기도 수원시 장안구 율전동 408-9,37.2965,126.9691,5,,,85,,1987-04-21,2025-08-15
장미6차,"경기도 수원시 장안구 덕영대로417번길 77 (율전동, 장미아파트6차)",경기도 수원시 장안구 율전동 170-74,37.3043,126.9683,5,,,155,1986-08-05,1987-06-02,2025-08-15
반석,"경기도 수원시 장안구 덕영대로417번길 15 (율전동, 반석아파트)",경기도 수원시 장안구 율전동 166-8,37.3017,126.9682,10,,,70,,1987-06-26,2025-08-15
공작,"경기도 수원시 권선구 매곡로 110 (금곡동, 공작아파트)",경기도 수원시 권선구 금곡동 243-1,37.2708,126.9576,5,,,80,1986-08-14,1987-08-25,2025-08-15
경성1단지,"경기도 수원시 장안구 수원천로472번길 8 (연무동, 경성아파트)",경기도 수원시 장안구 연무동 252-9,37.2934,127.0235,5,,,65,,1987-10-22,2025-08-15
경성2단지,"경기도 수원시 장안구 수원천로472번길 20 (연무동, 경성아파트)",경기도 수원시 장안구 연무동 257-4,37.2931,127.0244,5,,,60,,1987-10-22,2025-08-15
대성,"경기도 수원시 장안구 수성로275번길 45 (정자동, 대성아파트)",경기도 수원시 장안구 정자동 45-8,37.2921,127.0008,5,,,40,,1987-11-21,2025-08-15
궁전,"경기도 수원시 권선구 경수대로211번길 18 (세류동, 궁전아파트)",경기도 수원시 권선구 세류동 1152-6,37.2465,127.0163,4,,,96,1987-07-28,1988-04-20,2025-08-15
문영,"경기도 수원시 권선구 장다리로 146 (권선동, 문영아파트)",경기도 수원시 권선구 권선동 944-13,37.2629,127.0236,5,,,34,1987-09-25,1988-05-28,2025-08-15
장미2,"경기도 수원시 권선구 정조로544번길 34 (세류동, 장미아파트)",경기도 수원시 권선구 세류동 532,37.2568,127.0118,5,,,60,,1988-12-24,2025-08-15
청와아파트,"경기도 수원시 영통구 영통로173번길 23-26 (망포동, 청와아파트)",경기도 수원시 영통구 망포동 291-40,37.2422,127.0515,5,031-203-4343,031-203-4340,250,,1988-12-31,2025-08-15
은하,"경기도 수원시 장안구 경수대로994번길 11 (송죽동, 은하아파트)",경기도 수원시 장안구 송죽동 190-2,37.3062,127.003,5,,,50,,1989-01-24,2025-08-15
송죽대성,"경기도 수원시 장안구 경수대로929번길 12-6 (송죽동, 대성아파트)",경기도 수원시 장안구 송죽동 498-3,37.3024,127.007,5,,,80,,1989-02-13,2025-08-15
전원,"경기도 수원시 권선구 세권로166번길 21 (권선동, 전원아파트)",경기도 수원시 권선구 권선동 1059-6,37.255,127.0223,5,,,50,1988-11-05,1989-05-19,2025-08-15
장안,"경기도 수원시 장안구 금당로 86-9 (조원동, 장안아파트)",경기도 수원시 장안구 조원동 459-11,37.3007,127.0195,5,,,90,,1989-06-17,2025-08-15
연무동우,"경기도 수원시 장안구 월드컵로 417-10 (연무동, 동우아파트)",경기도 수원시 장안구 연무동 258-43,37.2925,127.0258,6,,,36,1988-11-28,1989-07-12,2025-08-15
금성3차,"경기도 수원시 권선구 세권로207번길 16 (권선동, 금성아파트)",경기도 수원시 권선구 권선동 1044-1,37.2556,127.0277,5,,,138,1989-02-25,1989-07-13,2025-08-15
성신,"경기도 수원시 영통구 권광로276번길 79 (매탄동, 성신아파트)",경기도 수원시 영통구 매탄동 172-188,37.2734,127.0397,5,,,85,,1989-08-31,2025-08-15
삼익세라믹,"경기도 수원시 팔달구 경수대로680번길 50 (우만동, 삼익아파트) ",경기도 수원시 팔달구 우만동 494,37.2868,127.03,5,,,110,,1989-10-26,2025-08-15
삼우,"경기도 수원시 장안구 정조로1088번길 18-22 (송죽동, 삼우아파트)",경기도 수원시 장안구 송죽동 458-6,37.3021,127.0042,7,,,59,,1989-11-08,2025-08-15
화남1차,"경기도 수원시 장안구 파장로110번길 17 (파장동, 화남아파트) ",경기도 수원시 장안구 파장동 619,37.3095,126.9901,6,031-246-1392,,120,,1989-11-27,2025-08-15
전원,"경기도 수원시 권선구 세지로 21-1 (세류동, 전원아파트)",경기도 수원시 권선구 세류동 1010-1,37.2544,127.0149,5,,,98,,1989-12-20,2025-08-15
우만신미주,"경기도 수원시 팔달구 월드컵로321번길 17 (우만동, 신미주아파트)",경기도 수원시 팔달구 우만동 517-1,37.286,127.0331,6,031-243-8365,,144,,1989-12-28,2025-08-15
신원연립,"경기도 수원시 권선구 정조로475번길 16 (세류동, 신원연립) ",경기도 수원시 권선구 세류동 579-7,37.2515,127.0104,3,,,42,,1990-02-07,2025-08-15
화서수정,"경기도 수원시 팔달구 동말로68번길 15 (화서동, 수정아파트)",경기도 수원시 팔달구 화서동 97-2,37.2782,127.0021,5,,,77,1989-05-29,1990-06-04,2025-08-15
노송,"경기도 수원시 장안구 파장로110번길 12-5 (파장동, 노송아파트)",경기도 수원시 장안구 파장동 618-2,37.309,126.9908,5,,,140,,1990-07-04,2025-08-15
수양,"경기도 수원시 영통구 월드컵로179번길 14-7 (원천동, 수양아파트)",경기도 수원시 영통구 원천동 30-5,37.2781,127.0452,5,,,30,,1990-10-30,2025-08-15
삼호빌라,"경기도 수원시 장안구 경수대로1007번길 13 (송죽동, 삼호빌라)",경기도 수원시 장안구 송죽동 445-13,37.3055,127.001,3,,,48,,1990-12-05,2025-08-15
유천프라자 가동,"경기도 수원시 장안구 창훈로66번길 11-3 (연무동, 유천프라자)",경기도 수원시 장안구 연무동 21,37.2979,127.0284,9,031-251-5554,,66,1990-02-12,1991-01-10,2025-08-15
세흥,"경기도 수원시 영통구 영통로 163-16 (망포동, 세흥아파트)",경기도 수원시 영통구 망포동 298-2,37.2424,127.0537,6,,,96,,1991-02-12,2025-08-15
유천프라자 나동,"경기도 수원시 장안구 창훈로66번길 12 (연무동, 유천빌라)",경기도 수원시 장안구 연무동 21-5,37.2979,127.0291,6,,,34,1990-05-10,1991-03-07,2025-08-15
롯데송림빌라,"경기도 수원시 팔달구 중부대로 173  (우만동, 롯데송림빌라)",경기도 수원시 팔달구 우만동 147,37.2784,127.0355,3,,,18,1990-11-13,1991-10-08,2025-08-15
장미연립,"경기도 수원시 영통구 산남로 74 (매탄동, 장미연립)",경기도 수원시 영통구 매탄동 111-165,37.2699,127.0497,4,,,136,1991-01-04,1991-11-30,2025-08-15
기산,"경기도 수원시 장안구 송정로76번길 45 (정자동, 기산아파트)",경기도 수원시 장안구 정자동 67-1,37.2943,127.0072,12,031-254-1372,,134,1990-09-20,1992-03-31,2025-08-15
파장현대,"경기도 수원시 장안구 파장천로44번길 87 (파장동, 현대아파트)",경기도 수원시 장안구 파장동 622,37.3079,127.0005,6,031-253-3261,031-243-3261,225,1991-05-07,1992-04-30,2025-08-15
영화태영,"경기도 수원시 장안구 영화로25번길 22 (영화동, 태영아파트)",경기도 수원시 장안구 영화동 418,37.289,127.008,10,031-252-8735,031-252-8735,117,1991-08-07,1992-12-26,2025-08-15
